name,gender,student_type,education_level,branch,study_hours,attend_hours,confidence,prefers_online_video,active_learner,sleep_hours,sleep_racing,exam_blank,overwhelm,friday_mood,self_doubt,workload_freq,goal_setting_freq,time_enough,puzzle_score,engagement,financial_stress,living_situation,phone_hours,friends_count,sgpa,atkt,has_internship,has_job,in_club,edtech_platforms,hobbies_count,social_interaction_freq,stress_base,motivation_base,social_base,digital_base,stress_level,learning_mode,at_risk_flag
Riya Deshpande,Female,School,School,MBBS,4,15,3,0,1,4,Always,1,5,Neutral,"No, I believe them",4,Never,1,1,3,Comfortable,Home,3,7,5.8,0,1,0,0,1,4,1,0.923,0.516,0.433,0.785,Critical,Online,0
Tanmay Sawant,Male,School,School,B.Sc Nursing,3,15,3,1,0,6,Never,0,2,Relieved,"Yes, I doubt them",4,Always,4,4,3,Comfortable,Hostel,5,3,4.8,0,0,0,1,4,2,1,0.377,0.514,0.336,0.813,Medium,Online,0
Kirti Mehta,Female,School,School,BA English Literature,1,5,2,1,1,5,Always,1,3,Tired but okay,"Yes, I doubt them",2,Rarely,1,4,4,Moderate,Home,3,8,5.8,0,1,0,0,2,3,2,0.704,0.206,0.736,0.418,High,Offline,1
Aishwarya Joshi,Female,School,School,MBA,4,13,1,1,1,7,Always,1,3,Tired but okay,"Yes, I doubt them",4,Rarely,1,4,3,Comfortable,Hostel,5,6,5.4,0,0,0,1,1,4,3,0.577,0.308,0.724,0.296,High,Offline,0
Sneha Mane,Female,School,School,BA English Literature,4,13,1,0,0,5,Sometimes,1,3,Tired but okay,Sometimes,3,Sometimes,1,3,2,Comfortable,Home,4,8,6.0,0,1,0,1,1,3,1,0.716,0.543,0.497,0.421,High,Hybrid,0
Rohan Deshmukh,Male,School,School,BA English Literature,2,3,2,1,1,6,Often,1,4,Tired but okay,Sometimes,1,Never,1,2,2,Tight,Home,7,3,4.9,0,0,0,0,2,2,2,0.776,0.345,0.0,0.694,Critical,Online,1
Aniket Deshpande,Male,School,School,Computer Engineering,3,6,3,0,1,4,Never,0,1,Neutral,Sometimes,3,Always,3,4,4,Financially Struggling,Home,6,5,4.7,0,0,0,0,1,3,1,0.387,0.342,0.674,0.336,Medium,Offline,0
Gauri Shinde,Female,School,School,Computer Engineering,3,15,2,0,1,6,Often,1,4,Tired but okay,"Yes, I doubt them",4,Sometimes,2,2,1,Moderate,Hostel,6,11,5.1,0,1,0,1,4,1,1,0.797,0.478,0.484,0.3,Critical,Hybrid,0
Yash Kumar,Male,School,School,BA English Literature,6,16,4,1,1,7,Never,0,1,Relieved,"No, I believe them",1,Always,5,4,4,Tight,Home,5,0,6.8,0,0,0,1,1,4,3,0.018,0.807,0.068,0.694,Low,Online,0
Rahul More,Male,School,School,MSc Data Science,6,22,2,1,1,6,Often,0,3,Relieved,"No, I believe them",1,Often,3,4,4,Moderate,PG,2,8,6.4,0,0,0,0,4,2,3,0.478,0.523,0.6,0.978,Medium,Hybrid,0
Vidya Shah,Female,School,School,Computer Engineering,5,13,2,0,1,6,Often,0,1,Tired but okay,Sometimes,2,Sometimes,4,3,5,Very Comfortable,Hostel,6,4,7.7,0,1,0,1,1,2,4,0.152,0.573,0.537,0.867,Low,Hybrid,0
Deepali Sawant,Female,School,School,MBBS,5,18,4,0,1,6,Never,0,2,Neutral,"No, I believe them",1,Always,4,4,4,Comfortable,Hostel,3,0,8.1,0,0,1,0,1,3,4,0.302,1.0,0.4,0.509,Low,Hybrid,0
Arjun Patel,Male,School,School,BA English Literature,6,9,3,1,0,5,Always,1,3,Exhausted and drained,Sometimes,3,Never,1,3,3,Moderate,Home,7,3,7.4,0,0,0,0,4,1,4,0.672,0.268,0.243,0.928,High,Online,1
Kirti Shinde,Female,School,School,BA English Literature,3,15,3,1,0,6,Sometimes,1,3,Energised,"Yes, I doubt them",3,Rarely,1,4,1,Financially Struggling,Home,5,8,4.6,1,0,0,0,3,2,2,0.618,0.269,0.482,0.858,High,Hybrid,1
Kunal Deshpande,Male,School,School,MSc Data Science,5,21,2,0,0,8,Sometimes,0,3,Exhausted and drained,Sometimes,3,Never,2,2,3,Financially Struggling,Home,4,0,6.4,0,0,0,0,3,2,1,0.526,0.65,0.318,0.656,Medium,Online,0
Pranav Kale,Male,School,School,MBBS,7,19,4,0,1,7,Never,0,2,Relieved,"No, I believe them",1,Rarely,4,2,4,Comfortable,Hostel,6,2,6.3,0,0,0,0,1,3,2,0.351,0.559,0.382,0.596,Medium,Hybrid,0
Aniket Jadhav,Male,School,School,BA English Literature,8,16,3,1,0,5,Sometimes,0,2,Energised,Sometimes,3,Often,3,2,4,Tight,Relatives,3,4,8.0,0,0,0,1,1,3,4,0.362,0.692,0.203,0.918,Medium,Online,0
Arjun Singh,Male,School,School,Civil Engineering,7,10,3,0,1,7,Sometimes,0,2,Relieved,Sometimes,1,Sometimes,2,4,3,Comfortable,Home,4,11,8.2,0,0,1,0,1,4,3,0.437,0.468,0.588,0.836,Medium,Hybrid,0
Karan Joshi,Male,School,School,BCom,4,8,2,1,0,6,Often,1,5,Exhausted and drained,"Yes, I doubt them",3,Sometimes,1,3,2,Moderate,Home,5,6,5.3,0,0,0,1,3,1,2,0.894,0.357,0.889,0.452,Critical,Offline,0
Pooja Jadhav,Female,School,School,BA English Literature,4,23,3,0,1,7,Never,0,1,Relieved,"Yes, I doubt them",3,Sometimes,5,5,2,Moderate,Home,4,2,7.4,0,0,0,0,1,3,4,0.127,0.447,0.081,0.547,Low,Hybrid,0
Gauri Shah,Female,School,School,B.Sc Nursing,4,24,5,0,1,7,Sometimes,0,1,Tired but okay,"No, I believe them",1,Often,4,4,4,Moderate,Home,5,4,6.9,0,1,0,0,3,1,3,0.146,0.658,0.205,0.826,Low,Online,0
Devesh Singh,Male,School,School,MBA,7,4,3,1,0,7,Often,0,2,Tired but okay,"No, I believe them",3,Often,3,3,4,Financially Struggling,Hostel,8,1,6.0,0,0,1,1,4,1,1,0.413,0.28,0.339,0.739,Medium,Online,0
Ishaan Patel,Male,School,School,Civil Engineering,7,7,2,0,0,7,Never,0,2,Energised,"No, I believe them",4,Often,4,2,3,Tight,PG,4,1,5.4,0,0,1,0,3,2,1,0.27,0.502,0.369,0.717,Low,Online,0
Ishaan Nair,Male,School,School,Civil Engineering,2,19,4,1,0,8,Never,0,2,Tired but okay,Sometimes,4,Always,4,3,5,Comfortable,Hostel,4,9,8.0,0,0,0,0,2,2,4,0.209,0.688,0.714,0.413,Low,Offline,0
Farhan Deshmukh,Male,School,School,Civil Engineering,5,16,3,0,1,7,Never,0,2,Relieved,"No, I believe them",1,Always,2,3,3,Comfortable,Home,5,8,6.4,0,0,0,0,3,4,2,0.433,0.786,0.459,0.157,Medium,Hybrid,0
Chaitali Deshmukh,Female,School,School,Electronics & TC,0,18,3,1,1,5,Sometimes,1,4,Tired but okay,"Yes, I doubt them",3,Sometimes,2,4,3,Moderate,Hostel,5,5,7.2,0,0,0,0,3,2,2,0.578,0.212,0.631,0.266,High,Offline,0
Jay Patil,Male,School,School,BA English Literature,5,15,4,1,0,7,Sometimes,0,1,Tired but okay,Sometimes,1,Always,3,4,5,Moderate,Hostel,1,6,6.2,0,0,0,0,4,4,2,0.099,0.638,0.67,0.282,Low,Offline,0
Sachin Patel,Male,School,School,MBA,3,13,5,0,1,8,Sometimes,0,1,Exhausted and drained,Sometimes,2,Always,4,2,4,Tight,Home,2,4,7.2,0,0,0,1,4,1,4,0.255,0.31,0.596,0.34,Low,Hybrid,0
Jyoti Deshpande,Female,School,School,MBBS,3,15,2,0,0,6,Always,1,5,Tired but okay,Sometimes,2,Rarely,1,4,2,Comfortable,Hostel,5,1,4.1,0,0,0,0,3,4,4,0.94,0.522,0.343,0.723,Critical,Online,1
Kirti Pawar,Female,School,School,MBBS,6,17,3,0,1,7,Sometimes,0,1,Relieved,Sometimes,3,Rarely,2,5,3,Tight,Hostel,5,3,8.0,0,1,0,0,2,4,2,0.483,0.568,0.607,0.488,Medium,Offline,0
Geeta Deshmukh,Female,School,School,MBBS,2,16,4,1,1,5,Never,0,3,Exhausted and drained,"No, I believe them",4,Sometimes,2,3,4,Comfortable,PG,3,11,7.1,0,0,1,0,1,4,3,0.474,0.37,0.66,0.475,Medium,Offline,0
Harshada Pawar,Female,School,School,MSc Data Science,7,16,4,1,1,8,Never,0,1,Relieved,Sometimes,2,Often,3,5,2,Moderate,PG,1,7,7.0,0,1,0,0,1,2,3,0.35,0.918,0.782,0.188,Low,Offline,0
Ananya Shinde,Female,School,School,MBA,2,11,2,1,1,3,Often,1,3,Neutral,Sometimes,4,Never,2,3,3,Moderate,Hostel,7,4,5.6,0,0,1,1,3,4,2,0.645,0.496,0.368,0.733,High,Online,0
Vedant Kumar,Male,School,School,MBBS,3,16,3,1,1,6,Never,0,2,Tired but okay,"Yes, I doubt them",2,Always,5,2,4,Moderate,Home,2,0,9.6,0,0,0,0,3,4,3,0.255,0.897,0.398,0.779,Low,Online,0
Vivek Deshmukh,Other,School,School,B.Sc Nursing,4,19,4,1,1,9,Sometimes,0,1,Energised,"No, I believe them",1,Sometimes,5,3,4,Comfortable,Home,1,10,8.6,0,0,0,0,2,4,4,0.106,0.596,0.512,0.536,Low,Hybrid,0
Tanmay Pawar,Male,School,School,Civil Engineering,6,12,3,0,1,8,Never,0,1,Relieved,"No, I believe them",1,Sometimes,4,3,4,Moderate,Hostel,1,6,7.5,0,0,0,1,3,4,1,0.176,0.592,0.657,0.75,Low,Hybrid,0
Kirti Shah,Female,School,School,B.Sc Nursing,6,10,4,0,1,5,Always,0,2,Tired but okay,"No, I believe them",2,Often,3,1,3,Moderate,Home,3,11,6.6,0,0,0,0,3,1,4,0.41,0.552,0.607,0.529,Medium,Hybrid,0
Ekta Mehta,Female,School,School,Electronics & TC,6,16,4,0,1,7,Often,0,2,Neutral,"No, I believe them",3,Sometimes,3,3,3,Very Comfortable,PG,3,3,7.0,0,0,0,0,3,2,2,0.389,0.605,0.315,0.862,Medium,Online,0
Pooja Nair,Female,School,School,Mechanical Engineering,3,12,3,1,1,6,Never,0,2,Energised,"No, I believe them",3,Always,2,3,5,Comfortable,PG,4,7,5.9,0,0,0,0,2,2,2,0.483,0.439,0.682,0.467,Medium,Offline,0
Farhan Jadhav,Male,School,School,Civil Engineering,7,10,4,0,1,8,Sometimes,0,2,Exhausted and drained,"No, I believe them",2,Sometimes,3,4,4,Moderate,Home,3,8,8.5,0,0,0,1,3,3,1,0.246,0.591,0.706,0.397,Low,Offline,0
Vedant Patil,Male,School,School,Computer Engineering,5,11,3,0,0,7,Sometimes,0,3,Relieved,Sometimes,4,Always,4,4,4,Moderate,Home,5,8,6.6,0,0,0,0,1,2,2,0.311,0.711,0.627,0.529,Low,Hybrid,0
Arjun Kulkarni,Male,School,School,BA English Literature,5,9,2,0,1,6,Often,1,4,Relieved,Sometimes,4,Rarely,1,2,2,Tight,Hostel,6,7,6.6,0,0,0,0,4,2,2,0.73,0.526,0.533,0.909,High,Hybrid,0
Kunal Salunkhe,Male,School,School,Mechanical Engineering,5,9,3,0,0,7,Never,0,3,Tired but okay,"No, I believe them",2,Always,4,3,4,Moderate,Hostel,0,9,7.3,0,0,0,0,4,4,3,0.346,0.621,0.853,0.414,Low,Offline,0
Kunal More,Male,School,School,BA English Literature,3,12,3,0,1,7,Often,1,4,Tired but okay,Sometimes,2,Sometimes,1,3,3,Very Comfortable,Home,3,0,6.4,0,0,0,1,2,2,2,0.799,0.655,0.104,0.482,Critical,Hybrid,0
Bhavna Mohite,Female,School,School,B.Sc Nursing,3,12,4,0,1,7,Never,0,1,Relieved,"No, I believe them",3,Always,4,4,3,Comfortable,Hostel,3,0,7.3,0,0,1,0,3,4,4,0.282,0.631,0.326,0.694,Low,Online,0
Aishwarya Sawant,Female,School,School,MBBS,3,2,3,0,1,8,Sometimes,1,3,Exhausted and drained,Sometimes,4,Often,2,4,3,Tight,Hostel,5,7,5.8,0,0,0,0,4,2,1,0.562,0.449,0.838,0.283,High,Offline,0
Vidya Salunkhe,Female,School,School,Electronics & TC,4,19,3,0,1,6,Always,0,1,Energised,"No, I believe them",2,Often,3,1,4,Tight,PG,2,3,8.0,0,1,0,0,1,3,4,0.303,0.554,0.846,0.45,Low,Offline,0
Rahul Sawant,Male,School,School,Computer Engineering,6,13,4,0,0,6,Sometimes,0,1,Tired but okay,Sometimes,1,Often,4,3,4,Tight,Home,3,10,8.1,0,0,0,0,2,2,3,0.277,0.651,0.494,0.174,Low,Hybrid,0
Eshan Joshi,Male,School,School,Computer Engineering,3,9,3,1,0,6,Never,0,1,Energised,"No, I believe them",3,Often,3,4,4,Financially Struggling,Hostel,3,5,8.0,0,0,0,0,4,3,2,0.251,0.675,0.682,0.201,Low,Offline,0
Geeta Patel,Female,School,School,Electronics & TC,2,3,2,1,1,5,Often,0,3,Energised,"No, I believe them",4,Never,2,3,2,Moderate,Hostel,4,5,5.1,0,1,0,0,3,4,2,0.501,0.463,0.522,0.365,Medium,Hybrid,0
Waqar Singh,Male,School,School,BA English Literature,6,14,3,1,0,8,Often,0,3,Neutral,"Yes, I doubt them",1,Always,3,2,4,Moderate,Hostel,1,5,7.1,0,0,0,0,3,3,4,0.476,0.524,0.423,0.927,Medium,Online,0
Bhushan Mehta,Male,School,School,MBBS,6,13,3,0,1,5,Always,1,3,Exhausted and drained,Sometimes,1,Rarely,3,2,2,Comfortable,Home,5,4,5.0,0,0,0,0,3,3,2,0.558,0.294,0.797,0.144,High,Offline,0
Rahul Patel,Male,School,School,B.Sc Nursing,4,8,2,0,0,5,Always,1,3,Tired but okay,Sometimes,4,Rarely,3,3,3,Very Comfortable,Home,5,6,4.8,1,0,0,0,4,4,3,0.627,0.191,0.739,0.241,High,Offline,1
Rahul Patel,Male,School,School,BCom,4,20,5,0,1,7,Often,0,1,Tired but okay,"No, I believe them",2,Often,4,2,4,Financially Struggling,Relatives,1,2,7.8,0,0,0,0,3,2,2,0.091,0.724,0.185,0.528,Low,Hybrid,0
Gaurav Nair,Male,School,School,MSc Data Science,6,18,4,0,1,6,Sometimes,0,3,Energised,"No, I believe them",4,Always,3,3,4,Comfortable,Home,0,1,8.5,0,1,0,0,2,2,4,0.38,0.371,0.326,0.771,Medium,Online,0
Vidya Patil,Female,School,School,Civil Engineering,7,14,5,1,0,6,Never,0,1,Neutral,Sometimes,1,Sometimes,4,2,3,Very Comfortable,Home,4,6,6.1,0,0,0,0,1,1,1,0.217,0.68,0.6,0.609,Low,Hybrid,0
Aniket Verma,Male,School,School,Computer Engineering,5,22,4,0,1,7,Sometimes,0,2,Neutral,"No, I believe them",4,Often,4,2,4,Financially Struggling,Home,1,6,7.2,0,0,0,0,3,3,4,0.286,0.687,0.732,0.492,Low,Offline,0
Gaurav Jadhav,Male,School,School,MBBS,4,12,3,0,1,4,Never,1,4,Energised,"Yes, I doubt them",3,Sometimes,1,1,2,Comfortable,Hostel,4,5,5.9,0,0,0,1,4,3,1,0.751,0.629,0.783,0.464,Critical,Offline,0
Aishwarya Deshpande,Female,School,School,BCom,2,12,2,0,0,8,Never,1,4,Tired but okay,"Yes, I doubt them",3,Rarely,1,4,3,Very Comfortable,Hostel,6,6,4.9,1,0,0,0,1,2,2,0.787,0.481,0.714,0.308,Critical,Offline,1
Parth Kale,Male,School,School,BCom,3,11,3,0,1,4,Often,0,2,Tired but okay,"No, I believe them",3,Often,2,3,3,Tight,Home,8,5,5.1,0,0,0,0,2,3,1,0.54,0.684,0.357,0.865,Medium,Online,0
Tanmay Deshpande,Male,School,School,Electronics & TC,3,20,5,0,1,10,Sometimes,0,2,Neutral,"Yes, I doubt them",2,Sometimes,3,5,3,Moderate,PG,1,7,5.4,0,0,0,1,1,3,2,0.329,0.776,0.567,0.835,Low,Hybrid,0
Vidya Nair,Female,School,School,Mechanical Engineering,2,15,2,0,1,7,Never,0,1,Relieved,"No, I believe them",1,Rarely,5,3,3,Moderate,Hostel,5,3,6.6,0,0,1,0,2,1,4,0.047,0.629,0.354,0.463,Low,Hybrid,0
Siddharth Mehta,Male,School,School,Mechanical Engineering,5,10,1,1,0,5,Often,1,3,Exhausted and drained,"Yes, I doubt them",3,Often,2,2,2,Tight,Home,5,7,4.9,0,1,0,0,3,2,1,0.739,0.0,0.556,0.277,High,Hybrid,1
Yash Mohite,Male,School,School,Electronics & TC,3,9,2,0,1,5,Sometimes,1,4,Tired but okay,"Yes, I doubt them",4,Sometimes,1,1,2,Moderate,Home,7,4,6.4,0,0,1,1,1,3,1,0.975,0.186,0.072,0.868,Critical,Online,1
Pranav Nair,Male,School,School,B.Sc Nursing,4,16,4,1,1,5,Sometimes,0,3,Relieved,"No, I believe them",2,Rarely,4,3,4,Tight,Home,3,4,7.1,0,0,0,1,1,3,2,0.444,0.778,0.317,0.747,Medium,Online,0
Ishita Jadhav,Female,School,School,Civil Engineering,2,11,4,1,1,6,Always,0,3,Tired but okay,Sometimes,4,Never,2,3,2,Moderate,Home,6,7,6.2,0,0,0,0,4,1,2,0.539,0.427,0.719,0.379,Medium,Offline,0
Aarav Joshi,Male,School,School,Computer Engineering,7,17,3,1,1,5,Sometimes,0,1,Relieved,"No, I believe them",3,Always,3,3,4,Comfortable,Home,3,1,7.6,0,0,0,0,2,4,2,0.205,0.728,0.395,0.572,Low,Hybrid,0
Divya Pawar,Female,School,School,MBA,7,14,4,0,0,7,Never,0,3,Relieved,"No, I believe them",4,Sometimes,3,3,5,Comfortable,Hostel,5,6,6.4,0,1,0,0,4,4,2,0.395,0.595,0.902,0.063,Medium,Offline,0
Bhavna Verma,Female,School,School,MBBS,5,9,3,1,0,8,Sometimes,0,1,Tired but okay,"No, I believe them",2,Always,5,3,4,Comfortable,Hostel,4,7,7.7,0,0,1,0,2,2,3,0.145,0.789,0.562,0.33,Low,Hybrid,0
Meera Mehta,Female,School,School,B.Sc Nursing,7,14,4,0,1,5,Always,0,2,Relieved,"No, I believe them",2,Sometimes,3,3,4,Tight,Hostel,2,5,6.9,0,1,0,1,1,4,1,0.472,0.583,0.884,0.12,Medium,Offline,0
Arjun Joshi,Other,School,School,BA Psychology,7,14,4,0,0,8,Sometimes,0,1,Relieved,"No, I believe them",2,Rarely,4,4,4,Tight,Home,5,7,7.1,0,0,0,0,1,1,3,0.136,0.568,0.62,0.64,Low,Hybrid,0
Jay Mane,Male,School,School,BA Psychology,3,4,4,0,0,7,Never,0,3,Relieved,"No, I believe them",1,Always,3,2,5,Moderate,Relatives,2,7,7.4,0,0,1,0,4,1,3,0.393,0.946,0.707,0.397,Medium,Offline,0
Sneha Kumar,Female,School,School,MSc Data Science,5,15,4,0,0,7,Sometimes,0,1,Relieved,"No, I believe them",3,Always,4,4,3,Tight,PG,0,1,8.3,0,0,0,0,4,3,2,0.267,0.779,0.278,0.653,Low,Online,0
Omkar Nair,Male,School,School,Mechanical Engineering,5,17,4,0,0,7,Often,0,1,Energised,"No, I believe them",2,Often,4,2,3,Moderate,Relatives,6,6,7.8,0,0,0,0,1,1,3,0.069,0.676,0.577,0.205,Low,Hybrid,0
Pranav Shinde,Male,School,School,MBBS,5,17,4,1,0,8,Sometimes,0,2,Relieved,Sometimes,4,Often,2,1,4,Comfortable,Home,0,2,7.0,0,0,0,1,1,1,4,0.354,1.0,0.543,0.288,Medium,Hybrid,0
Tanmay Gaikwad,Male,School,School,Civil Engineering,5,12,4,1,0,4,Sometimes,0,1,Neutral,"No, I believe them",3,Sometimes,4,1,4,Tight,Home,2,5,7.2,0,0,0,0,2,3,3,0.337,0.536,0.502,0.205,Low,Hybrid,0
Jyoti More,Female,School,School,Civil Engineering,2,5,4,1,0,7,Sometimes,0,3,Tired but okay,Sometimes,1,Sometimes,3,3,4,Comfortable,Home,5,4,8.0,0,1,0,1,3,3,4,0.384,0.978,0.578,0.399,Medium,Hybrid,0
Chaitali Patil,Female,School,School,BCom,2,5,4,0,1,5,Never,0,3,Exhausted and drained,"No, I believe them",4,Sometimes,3,4,4,Tight,Hostel,7,7,4.0,0,0,0,0,2,4,1,0.414,0.603,0.558,0.426,Medium,Hybrid,0
Divya Singh,Female,School,School,MBBS,5,19,4,0,1,7,Often,0,1,Neutral,"Yes, I doubt them",1,Often,5,3,3,Moderate,Home,1,7,8.5,0,0,0,1,4,1,3,0.069,0.725,0.679,0.824,Low,Hybrid,0
Ananya Singh,Female,School,School,MBBS,4,12,3,0,1,4,Often,1,4,Exhausted and drained,"Yes, I doubt them",4,Often,1,2,1,Very Comfortable,Hostel,3,9,5.4,1,0,0,0,3,2,3,0.8,0.357,0.464,0.706,Critical,Hybrid,1
Divya Pawar,Female,School,School,BA Psychology,5,18,1,0,0,7,Often,1,3,Energised,Sometimes,3,Never,2,5,3,Moderate,Home,6,5,5.7,0,1,0,0,2,2,2,0.635,0.31,0.505,0.34,High,Hybrid,0
Chinmay Salunkhe,Male,School,School,MBA,7,9,3,0,1,7,Sometimes,0,1,Exhausted and drained,"Yes, I doubt them",1,Always,3,4,3,Tight,Hostel,2,0,7.1,0,0,0,0,4,2,3,0.376,0.635,0.127,0.719,Medium,Online,0
Rohan Sharma,Male,School,School,MBA,4,15,2,0,1,7,Often,0,1,Relieved,"No, I believe them",2,Rarely,5,3,4,Moderate,Hostel,4,6,8.5,0,0,0,1,3,4,3,0.06,0.605,0.76,0.32,Low,Offline,0
Tanmay Kale,Male,School,School,MSc Data Science,3,14,2,1,0,6,Never,1,3,Exhausted and drained,Sometimes,4,Sometimes,2,3,3,Comfortable,Home,8,6,6.2,0,0,0,0,3,3,2,0.647,0.384,0.533,0.588,High,Hybrid,0
Aditi Deshmukh,Female,School,School,Computer Engineering,5,19,4,0,1,9,Never,0,1,Energised,Sometimes,1,Sometimes,3,2,3,Comfortable,PG,5,6,7.5,0,0,0,0,1,4,3,0.203,0.451,0.425,0.44,Low,Hybrid,0
Akash Kumar,Male,School,School,BA English Literature,5,13,3,0,1,5,Sometimes,0,1,Neutral,Sometimes,4,Never,3,4,3,Tight,Home,6,8,5.8,0,0,0,1,2,2,3,0.345,0.407,0.613,0.099,Low,Offline,0
Chaitali Kulkarni,Female,School,School,Computer Engineering,4,3,2,0,1,4,Sometimes,1,4,Exhausted and drained,Sometimes,4,Rarely,1,3,2,Financially Struggling,Home,5,9,6.1,0,0,1,1,1,2,2,0.965,0.321,0.655,0.249,Critical,Offline,0
Devesh Patel,Male,School,School,BA Psychology,4,13,3,1,1,6,Never,0,2,Relieved,"No, I believe them",1,Often,4,2,4,Very Comfortable,Hostel,3,8,8.0,0,1,0,1,3,2,2,0.324,0.726,0.55,0.38,Low,Hybrid,0
Priya Kale,Female,School,School,Mechanical Engineering,6,17,5,1,1,6,Never,0,1,Energised,"No, I believe them",2,Often,4,4,5,Moderate,PG,4,2,8.3,0,0,0,0,4,3,4,0.096,0.565,0.205,0.912,Low,Online,0
Vedant Sawant,Male,School,School,BCom,4,12,3,0,1,4,Always,0,2,Tired but okay,"No, I believe them",3,Often,3,4,2,Comfortable,Home,4,3,6.9,0,0,0,0,2,1,1,0.55,0.391,0.491,0.0,Medium,Hybrid,0
Vidya Kulkarni,Female,School,School,MBBS,3,3,1,1,0,6,Always,0,3,Neutral,"No, I believe them",2,Sometimes,2,3,4,Comfortable,Home,4,1,6.2,0,0,0,1,4,4,2,0.48,0.453,0.223,0.765,Medium,Online,0
Bhushan Verma,Male,School,School,MBBS,2,12,3,0,1,7,Always,0,1,Energised,"No, I believe them",1,Often,5,3,5,Comfortable,Hostel,4,10,7.0,0,0,0,1,1,1,4,0.096,0.733,0.433,0.852,Low,Online,0
Divya Salunkhe,Female,School,School,BCA,6,20,5,0,1,8,Often,0,2,Relieved,"No, I believe them",1,Often,3,3,4,Moderate,Home,5,1,6.3,0,0,0,0,1,4,1,0.343,0.526,0.15,0.517,Low,Hybrid,0
Arjun Jadhav,Male,School,School,BCA,5,12,2,1,0,6,Sometimes,1,4,Tired but okay,"Yes, I doubt them",3,Sometimes,1,4,2,Moderate,Hostel,3,9,4.3,0,0,0,0,2,1,3,0.698,0.593,0.844,0.432,High,Offline,1
Lavanya Salunkhe,Female,School,School,Mechanical Engineering,4,12,2,1,0,5,Often,0,2,Exhausted and drained,"No, I believe them",1,Always,3,1,3,Comfortable,Home,4,4,7.2,0,0,0,0,2,2,1,0.411,0.463,0.263,0.882,Medium,Online,0
Bhakti Salunkhe,Female,School,School,MSc Data Science,4,12,3,0,0,6,Always,0,3,Tired but okay,"No, I believe them",3,Never,2,2,2,Moderate,Home,6,2,4.3,1,0,0,0,1,4,2,0.506,0.197,0.112,0.812,Medium,Online,1
Bhushan Singh,Male,School,School,MSc Data Science,3,8,3,1,1,6,Often,0,2,Tired but okay,"No, I believe them",4,Often,3,3,2,Moderate,Home,8,9,6.6,0,1,0,0,2,1,1,0.513,0.337,0.702,0.402,Medium,Offline,0
Rahul Nair,Male,School,School,BCom,6,12,4,1,1,7,Sometimes,0,3,Neutral,"No, I believe them",2,Often,2,2,4,Comfortable,Home,3,9,6.5,0,0,0,0,2,1,4,0.325,0.842,0.425,0.618,Low,Hybrid,0
Chinmay Patel,Male,School,School,BCA,5,21,4,0,1,8,Often,0,1,Energised,"No, I believe them",4,Often,3,2,4,Very Comfortable,Home,2,2,7.2,0,0,0,0,3,4,4,0.388,0.685,0.341,0.812,Medium,Online,0
Akash Verma,Male,School,School,Civil Engineering,5,8,3,1,0,4,Never,0,2,Exhausted and drained,"No, I believe them",3,Often,3,2,3,Financially Struggling,Home,7,7,4.9,1,0,0,1,1,3,1,0.489,0.658,0.516,0.383,Medium,Hybrid,1
Ananya Patel,Female,School,School,Mechanical Engineering,6,16,3,1,0,7,Never,0,2,Relieved,"No, I believe them",4,Often,4,3,3,Moderate,Hostel,4,7,8.7,0,1,0,0,2,2,4,0.267,0.523,0.623,0.665,Low,Hybrid,0
Deepali Mehta,Female,School,School,BCA,5,16,4,0,0,8,Often,0,2,Tired but okay,Sometimes,3,Sometimes,5,4,3,Moderate,Home,4,10,7.3,0,0,0,0,2,1,2,0.208,0.729,0.732,0.024,Low,Offline,0
Rahul Jadhav,Male,School,School,MBA,4,15,2,0,1,8,Never,0,2,Neutral,"No, I believe them",4,Always,2,3,4,Financially Struggling,Home,2,7,7.2,0,0,0,1,1,1,4,0.262,0.648,0.423,0.853,Low,Online,0
Jyoti Verma,Female,School,School,B.Sc Nursing,6,20,3,0,0,6,Never,0,1,Energised,"No, I believe them",2,Always,4,4,3,Moderate,Relatives,5,3,6.0,0,0,1,0,2,3,4,0.232,0.959,0.217,0.866,Low,Online,0
Bhushan Verma,Male,School,School,BCom,0,13,3,1,0,5,Often,0,1,Energised,"No, I believe them",3,Always,4,1,4,Tight,PG,7,3,7.1,0,0,0,0,1,3,3,0.213,0.478,0.167,0.447,Low,Hybrid,0
Aishwarya Jadhav,Female,School,School,BA English Literature,6,24,4,0,0,6,Sometimes,0,1,Exhausted and drained,Sometimes,1,Often,3,3,4,Comfortable,Home,3,0,9.0,0,0,0,0,2,4,3,0.263,0.794,0.357,0.844,Low,Online,0
Siddharth Singh,Male,School,School,BCA,5,18,2,0,1,7,Never,0,2,Neutral,Sometimes,2,Always,4,4,4,Moderate,Home,1,9,6.5,0,1,0,0,2,1,2,0.276,0.604,0.6,0.622,Low,Hybrid,0
Tanvi Mane,Female,School,School,Electronics & TC,2,13,2,0,1,5,Never,1,3,Tired but okay,Sometimes,4,Often,2,4,2,Moderate,Home,3,6,5.4,0,0,0,0,3,3,1,0.615,0.314,0.871,0.245,High,Offline,0
Deepali Salunkhe,Female,School,School,BA English Literature,4,11,3,0,1,8,Often,0,2,Exhausted and drained,"No, I believe them",1,Often,3,4,4,Comfortable,Hostel,4,8,7.4,0,0,1,0,3,4,2,0.27,0.777,0.541,0.769,Low,Hybrid,0
